File/Folder,Date,Time,Size
gen1ou-0.txt,01-Jul-2024,15:06,12181
gen1ou-0.txt.gz,01-Jul-2024,15:06,3176
gen1ou-1500.txt,01-Jul-2024,15:06,12183
gen1ou-1500.txt.gz,01-Jul-2024,15:06,3396
gen1ou-1630.txt,01-Jul-2024,15:06,12183
gen1ou-1630.txt.gz,01-Jul-2024,15:06,3303
gen1ou-1760.txt,01-Jul-2024,15:06,12183
gen1ou-1760.txt.gz,01-Jul-2024,15:06,3251
gen2moderngen2-0.txt,01-Jul-2024,15:06,6848
gen2moderngen2-0.txt.gz,01-Jul-2024,15:06,1152
gen2moderngen2-1500.txt,01-Jul-2024,15:06,6850
gen2moderngen2-1500.txt.gz,01-Jul-2024,15:06,1379
gen2moderngen2-1630.txt,01-Jul-2024,15:06,6848
gen2moderngen2-1630.txt.gz,01-Jul-2024,15:06,1170
gen2moderngen2-1760.txt,01-Jul-2024,15:06,6848
gen2moderngen2-1760.txt.gz,01-Jul-2024,15:06,1170
gen2ou-0.txt,01-Jul-2024,15:06,16854
gen2ou-0.txt.gz,01-Jul-2024,15:06,4065
gen2ou-1500.txt,01-Jul-2024,15:06,16856
gen2ou-1500.txt.gz,01-Jul-2024,15:06,4434
gen2ou-1630.txt,01-Jul-2024,15:06,16856
gen2ou-1630.txt.gz,01-Jul-2024,15:06,4238
gen2ou-1760.txt,01-Jul-2024,15:06,16855
gen2ou-1760.txt.gz,01-Jul-2024,15:06,4200
gen3ou-0.txt,01-Jul-2024,15:06,26122
gen3ou-0.txt.gz,01-Jul-2024,15:06,6515
gen3ou-1500.txt,01-Jul-2024,15:06,26124
gen3ou-1500.txt.gz,01-Jul-2024,15:06,6886
gen3ou-1630.txt,01-Jul-2024,15:06,26124
gen3ou-1630.txt.gz,01-Jul-2024,15:06,6746
gen3ou-1760.txt,01-Jul-2024,15:06,26124
gen3ou-1760.txt.gz,01-Jul-2024,15:06,6702
gen3uubl-0.txt,01-Jul-2024,15:06,4880
gen3uubl-0.txt.gz,01-Jul-2024,15:06,1011
gen3uubl-1500.txt,01-Jul-2024,15:06,4882
gen3uubl-1500.txt.gz,01-Jul-2024,15:06,1214
gen3uubl-1630.txt,01-Jul-2024,15:06,4882
gen3uubl-1630.txt.gz,01-Jul-2024,15:06,1197
gen3uubl-1760.txt,01-Jul-2024,15:06,4882
gen3uubl-1760.txt.gz,01-Jul-2024,15:06,1130
gen4lc-0.txt,01-Jul-2024,15:06,13164
gen4lc-0.txt.gz,01-Jul-2024,15:06,3508
gen4lc-1500.txt,01-Jul-2024,15:06,13166
gen4lc-1500.txt.gz,01-Jul-2024,15:06,3808
gen4lc-1630.txt,01-Jul-2024,15:06,13166
gen4lc-1630.txt.gz,01-Jul-2024,15:06,3745
gen4lc-1760.txt,01-Jul-2024,15:06,13166
gen4lc-1760.txt.gz,01-Jul-2024,15:06,3750
gen4ou-0.txt,01-Jul-2024,15:06,29893
gen4ou-0.txt.gz,01-Jul-2024,15:06,7381
gen4ou-1500.txt,01-Jul-2024,15:06,29895
gen4ou-1500.txt.gz,01-Jul-2024,15:06,7873
gen4ou-1630.txt,01-Jul-2024,15:06,29895
gen4ou-1630.txt.gz,01-Jul-2024,15:06,7661
gen4ou-1760.txt,01-Jul-2024,15:06,29895
gen4ou-1760.txt.gz,01-Jul-2024,15:06,7582
gen5ou-0.txt,01-Jul-2024,15:06,41947
gen5ou-0.txt.gz,01-Jul-2024,15:06,9714
gen5ou-1500.txt,01-Jul-2024,15:06,41949
gen5ou-1500.txt.gz,01-Jul-2024,15:06,10489
gen5ou-1630.txt,01-Jul-2024,15:06,41949
gen5ou-1630.txt.gz,01-Jul-2024,15:06,10211
gen5ou-1760.txt,01-Jul-2024,15:06,41949
gen5ou-1760.txt.gz,01-Jul-2024,15:06,10054
gen6doublesou-0.txt,01-Jul-2024,15:06,34812
gen6doublesou-0.txt.gz,01-Jul-2024,15:06,6907
gen6doublesou-1500.txt,01-Jul-2024,15:06,34814
gen6doublesou-1500.txt.gz,01-Jul-2024,15:06,8155
gen6doublesou-1630.txt,01-Jul-2024,15:06,34814
gen6doublesou-1630.txt.gz,01-Jul-2024,15:06,7953
gen6doublesou-1760.txt,01-Jul-2024,15:06,34814
gen6doublesou-1760.txt.gz,01-Jul-2024,15:06,7717
gen6ou-0.txt,01-Jul-2024,15:06,48671
gen6ou-0.txt.gz,01-Jul-2024,15:06,11235
gen6ou-1500.txt,01-Jul-2024,15:06,48672
gen6ou-1500.txt.gz,01-Jul-2024,15:06,12289
gen6ou-1630.txt,01-Jul-2024,15:06,48673
gen6ou-1630.txt.gz,01-Jul-2024,15:06,11977
gen6ou-1760.txt,01-Jul-2024,15:06,48673
gen6ou-1760.txt.gz,01-Jul-2024,15:06,11798
gen6uu-0.txt,01-Jul-2024,15:06,8160
gen6uu-0.txt.gz,01-Jul-2024,15:06,1584
gen6uu-1500.txt,01-Jul-2024,15:06,8162
gen6uu-1500.txt.gz,01-Jul-2024,15:06,1957
gen6uu-1630.txt,01-Jul-2024,15:06,8162
gen6uu-1630.txt.gz,01-Jul-2024,15:06,1928
gen6uu-1760.txt,01-Jul-2024,15:06,8162
gen6uu-1760.txt.gz,01-Jul-2024,15:06,1867
gen7doublesou-0.txt,01-Jul-2024,15:06,48096
gen7doublesou-0.txt.gz,01-Jul-2024,15:06,8470
gen7doublesou-1500.txt,01-Jul-2024,15:06,48098
gen7doublesou-1500.txt.gz,01-Jul-2024,15:06,10251
gen7doublesou-1630.txt,01-Jul-2024,15:06,48098
gen7doublesou-1630.txt.gz,01-Jul-2024,15:06,10026
gen7doublesou-1760.txt,01-Jul-2024,15:06,48098
gen7doublesou-1760.txt.gz,01-Jul-2024,15:06,9801
gen7ou-0.txt,01-Jul-2024,15:06,62695
gen7ou-0.txt.gz,01-Jul-2024,15:06,14739
gen7ou-1500.txt,01-Jul-2024,15:06,62697
gen7ou-1500.txt.gz,01-Jul-2024,15:06,15789
gen7ou-1630.txt,01-Jul-2024,15:06,62697
gen7ou-1630.txt.gz,01-Jul-2024,15:06,15541
gen7ou-1760.txt,01-Jul-2024,15:06,62697
gen7ou-1760.txt.gz,01-Jul-2024,15:06,15262
gen7purehackmons-0.txt,01-Jul-2024,15:06,65977
gen7purehackmons-0.txt.gz,01-Jul-2024,15:06,13357
gen7purehackmons-1500.txt,01-Jul-2024,15:06,65979
gen7purehackmons-1500.txt.gz,01-Jul-2024,15:06,15211
gen7purehackmons-1630.txt,01-Jul-2024,15:06,65977
gen7purehackmons-1630.txt.gz,01-Jul-2024,15:06,14827
gen7purehackmons-1760.txt,01-Jul-2024,15:06,65979
gen7purehackmons-1760.txt.gz,01-Jul-2024,15:06,14442
gen7ru-0.txt,01-Jul-2024,15:06,6192
gen7ru-0.txt.gz,01-Jul-2024,15:06,1054
gen7ru-1500.txt,01-Jul-2024,15:06,6194
gen7ru-1500.txt.gz,01-Jul-2024,15:06,1303
gen7ru-1630.txt,01-Jul-2024,15:06,6194
gen7ru-1630.txt.gz,01-Jul-2024,15:06,1169
gen7ru-1760.txt,01-Jul-2024,15:06,6194
gen7ru-1760.txt.gz,01-Jul-2024,15:06,1163
gen7uu-0.txt,01-Jul-2024,15:06,41537
gen7uu-0.txt.gz,01-Jul-2024,15:06,8156
gen7uu-1500.txt,01-Jul-2024,15:06,41539
gen7uu-1500.txt.gz,01-Jul-2024,15:06,9375
gen7uu-1630.txt,01-Jul-2024,15:06,41539
gen7uu-1630.txt.gz,01-Jul-2024,15:06,9103
gen7uu-1760.txt,01-Jul-2024,15:06,41539
gen7uu-1760.txt.gz,01-Jul-2024,15:06,8964
gen8doublesou-0.txt,01-Jul-2024,15:06,36782
gen8doublesou-0.txt.gz,01-Jul-2024,15:06,6253
gen8doublesou-1500.txt,01-Jul-2024,15:06,36784
gen8doublesou-1500.txt.gz,01-Jul-2024,15:06,7832
gen8doublesou-1630.txt,01-Jul-2024,15:06,36784
gen8doublesou-1630.txt.gz,01-Jul-2024,15:06,7658
gen8doublesou-1760.txt,01-Jul-2024,15:06,36784
gen8doublesou-1760.txt.gz,01-Jul-2024,15:06,7459
gen8nationaldex-0.txt,01-Jul-2024,15:06,60563
gen8nationaldex-0.txt.gz,01-Jul-2024,15:06,13045
gen8nationaldex-1500.txt,01-Jul-2024,15:06,60565
gen8nationaldex-1500.txt.gz,01-Jul-2024,15:06,14751
